timestamp,market_title,city,date,target_temp,forecast_temp,market_prob,our_prob,edge,signal,stake,entry_price,market_url,status,result,pnl
2026-04-17T21:46:33.790050,Will the highest temperature in Moscow be 7°C on April 19?,Moscow,2026-04-19,7°C,6.2,0.225,0.1,-0.125,BUY NO,121.18902439024383,0.20500000000000002,https://polymarket.com/event/highest-temperature-in-moscow-on-april-19-2026,pending,,0
2026-04-17T22:11:41.807653,Will the highest temperature in San Francisco be 68°F or higher on April 18?,San Francisco,2026-04-18,68°F,22.3,0.895,0.95,0.05499999999999994,BUY YES,148.01470588235296,0.915,https://polymarket.com/event/highest-temperature-in-san-francisco-on-april-18-2026,pending,,0
2026-04-17T21:46:18.749208,Will the highest temperature in Buenos Aires be 25°C on April 17?,Buenos Aires,2026-04-17,25°C,22.7,0.885,0.02,-0.865,BUY NO,33.75,0.865,https://polymarket.com/event/highest-temperature-in-buenos-aires-on-april-17-2026,resolved,YES,-4.56
2026-04-17T21:46:18.750339,Will the highest temperature in Buenos Aires be 26°C on April 17?,Buenos Aires,2026-04-17,26°C,22.7,0.0935,0.02,-0.073,BUY NO,231.62,0.0735,https://polymarket.com/event/highest-temperature-in-buenos-aires-on-april-17-2026,resolved,NO,17.02
2026-04-18T05:14:02.415204,Will the highest temperature in Moscow be 7°C on April 18?,Moscow,2026-04-18,7°C,9.7,0.08,0.02,-0.06,BUY NO,237.9299377000001,0.06,https://polymarket.com/event/highest-temperature-in-moscow-on-april-18-2026,pending,,0
2026-04-18T05:14:04.062885,Will the highest temperature in Cape Town be 19°C on April 18?,Cape Town,2026-04-18,19°C,16.7,0.1135,0.02,-0.0935,BUY NO,229.45051970750012,0.0935,https://polymarket.com/event/highest-temperature-in-cape-town-on-april-18-2026,pending,,0
2026-04-18T05:14:04.593319,Will the highest temperature in Chengdu be 31°C on April 18?,Chengdu,2026-04-18,31°C,28.7,0.125,0.02,-0.105,BUY NO,226.53967472500014,0.105,https://polymarket.com/event/highest-temperature-in-chengdu-on-april-18-2026,pending,,0
2026-04-18T05:45:01.319861,Will the highest temperature in Sao Paulo be 26°C on April 19?,Sao Paulo,2026-04-19,26°C,28.4,0.125,0.02,-0.105,BUY NO,226.53967472500014,0.105,https://polymarket.com/event/highest-temperature-in-sao-paulo-on-april-19-2026,pending,,0
2026-04-18T11:17:34.394202,Will the highest temperature in Munich be 17°C on April 19?,Munich,2026-04-19,17°C,16.0,0.155,0.1,-0.05499999999999999,BUY NO,89.20028988240735,0.135,https://polymarket.com/event/highest-temperature-in-munich-on-april-19-2026,pending,,0
2026-04-18T11:17:36.654497,Will the highest temperature in Dallas be 71°F or below on April 19?,Dallas,2026-04-19,71°F,21.0,0.435,0.55,0.11500000000000005,BUY YES,24.3015498538991,0.455,https://polymarket.com/event/highest-temperature-in-dallas-on-april-19-2026,pending,,0
2026-04-18T11:17:37.199271,Will the highest temperature in Busan be 19°C on April 20?,Busan,2026-04-20,19°C,19.0,0.09,0.9,0.81,BUY YES,25.34013560730337,0.11,https://polymarket.com/event/highest-temperature-in-busan-on-april-20-2026,pending,,0
